pdb_id,run_name,run_date,structure_type,datasets,source_results_file,slurm_job_id,slurm_task_id,date_utc,conda_env,charmm_path,pac_workers,pac_timeout_budget_s,pac_timeout_detail,tapbs_timeout_override,ph7_only,protocol,salt_bridge_cutoff,topology_files,parameter_files,n_atoms_retained,n_titratable_calc,karlsberg_dir_exists,pac_runs_converged,pac_total_iterations,pac_max_final_hamming,uniprot_id
1rnz,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260619/1rnz_results.txt,8471511,153,2026-06-19 13:17:58,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,35298,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,951,36,False,,,,
1sap,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260619/1sap_results.txt,8471511,154,2026-06-19 13:18:29,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,33644,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,532,33,False,,,,
1sgz,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1sgz_results.txt,8471511,155,2026-06-19 13:19:00,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,109261,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,12212,0,False,,,,
1sso,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1sso_results.txt,8471511,156,2026-06-19 13:19:32,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,33071,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,493,28,False,,,,
1stg,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260619/1stg_results.txt,8471511,158,2026-06-19 13:21:05,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,37573,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,1101,55,False,,,,
1stn,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260619/1stn_results.txt,8471511,159,2026-06-19 13:21:05,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,37573,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,1091,55,False,,,,
1sty,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1sty_results.txt,8471511,160,2026-06-19 13:22:39,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,37586,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,1105,55,False,,,,
1su9,pkad_benchmark_20260619,20260619,crystal,"PKAD3,PKAD-R",results/pkad_benchmark_20260619/1su9_results.txt,8471511,161,2026-06-19 13:22:39,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,43626,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2157,0,False,,,,
1tew,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1tew_results.txt,8471511,163,2026-06-19 13:23:42,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,35109,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,971,32,False,,,,
1tl4,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1tl4_results.txt,8471511,166,2026-06-19 13:27:21,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,33048,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,514,27,False,,,,
1trs,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260619/1trs_results.txt,8471511,168,2026-06-19 13:29:57,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,34642,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,817,33,False,,,,
1trw,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260619/1trw_results.txt,8471511,169,2026-06-19 13:34:17,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,34809,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,817,35,False,,,,
1tt2,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1tt2_results.txt,8471511,170,2026-06-19 13:34:17,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,37053,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,1055,51,False,,,,
1u2u,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260619/1u2u_results.txt,8471511,171,2026-06-19 13:34:17,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,486,0,False,,,,
1u9r,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1u9r_results.txt,8471511,172,2026-06-19 13:34:17,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,36919,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,1030,50,False,,,,
1ubq,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260619/1ubq_results.txt,8471511,173,2026-06-19 13:35:23,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,33319,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,602,26,False,,,,
1va3,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1va3_results.txt,8471511,175,2026-06-19 13:35:23,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,31212,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,246,0,False,,,,
1vii,pkad_benchmark_20260619,20260619,crystal,"PKAD3,PKAD-R",results/pkad_benchmark_20260619/1vii_results.txt,8471511,176,2026-06-19 13:35:54,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,30895,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,295,0,False,,,,
1w4h,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1w4h_results.txt,8471511,177,2026-06-19 13:36:25,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,31479,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,338,16,False,,,,
1xnb,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260619/1xnb_results.txt,8471511,179,2026-06-19 13:36:56,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,37319,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,1448,40,False,,,,
1xoa,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1xoa_results.txt,8471511,180,2026-06-19 13:39:01,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,34537,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,821,31,False,,,,
1xob,pkad_benchmark_20260619,20260619,crystal,"PKAD3,PKAD-R",results/pkad_benchmark_20260619/1xob_results.txt,8471511,181,2026-06-19 13:40:03,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,34704,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,821,33,False,,,,
1ygw,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260619/1ygw_results.txt,8471511,183,2026-06-19 13:40:35,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,34087,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,780,30,False,,,,
1yph,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260619/1yph_results.txt,8471511,185,2026-06-19 13:44:13,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,3657,0,False,,,,
1yrf,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/1yrf_results.txt,8471511,188,2026-06-19 13:45:16,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,30952,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,319,0,False,,,,
2bca,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260619/2bca_results.txt,8471511,190,2026-06-19 13:46:18,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,33523,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,596,29,False,,,,
2bus,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260619/2bus_results.txt,8471511,191,2026-06-19 13:47:21,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,31989,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,419,0,False,,,,
2ci2,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260619/2ci2_results.txt,8471511,192,2026-06-19 13:48:23,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,32791,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,521,23,False,,,,
2gb1,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260619/2gb1_results.txt,8471511,197,2026-06-19 13:50:28,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,32206,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,436,0,False,,,,
2h19,pkad_benchmark_20260619,20260619,crystal,PKAD-R,results/pkad_benchmark_20260619/2h19_results.txt,8471511,198,2026-06-19 13:51:30,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,43486,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2251,0,False,,,,
2h1a,pkad_benchmark_20260619,20260619,crystal,PKAD-R,results/pkad_benchmark_20260619/2h1a_results.txt,8471511,199,2026-06-19 13:51:30,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,43506,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2211,0,False,,,,
2h1b,pkad_benchmark_20260619,20260619,crystal,PKAD-R,results/pkad_benchmark_20260619/2h1b_results.txt,8471511,200,2026-06-19 13:51:31,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,4473,0,False,,,,
2hba,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/2hba_results.txt,8471511,201,2026-06-19 13:52:01,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,34596,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,811,32,False,,,,
2hbb,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/2hbb_results.txt,8471511,202,2026-06-19 13:52:01,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,31791,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,390,17,False,,,,
2igd,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260619/2igd_results.txt,8471511,204,2026-06-19 13:52:31,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,32336,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,500,21,False,,,,
2igh,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260619/2igh_results.txt,8471511,205,2026-06-19 13:55:02,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,32340,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,468,21,False,,,,
2kix,pkad_benchmark_20260619,20260619,crystal,"PKAD3,PKAD-R",results/pkad_benchmark_20260619/2kix_results.txt,8471511,206,2026-06-19 13:56:33,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,35311,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,1084,28,False,,,,
2kt2,pkad_benchmark_20260619,20260619,crystal,PKAD3,results/pkad_benchmark_20260619/2kt2_results.txt,8471511,207,2026-06-19 13:57:03,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,32184,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,482,18,False,,,,
2l6x,pkad_benchmark_20260619,20260619,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260619/2l6x_results.txt,8471511,210,2026-06-19 13:58:03,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,39272,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,1817,0,False,,,,
2ppt,pkad_benchmark_20260619,20260619,crystal,"PKAD3,PKAD-R",results/pkad_benchmark_20260619/2ppt_results.txt,8471511,222,2026-06-19 14:04:12,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2134,0,False,,,,
1ao6,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260622/1ao6_results.txt,8493572,13,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,98304,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,9198,0,False,,,,
1bmf,pkad_benchmark_20260622,20260622,crystal,PKAD3,results/pkad_benchmark_20260622/1bmf_results.txt,8493572,28,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,184102,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,22722,0,False,,,,
1bni,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260622/1bni_results.txt,8493572,29,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,47098,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2547,105,False,,,,
1bnj,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260622/1bnj_results.txt,8493572,30,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,47100,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2581,105,False,,,,
1dsb,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260622/1dsb_results.txt,8493572,46,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,48928,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2956,110,False,,,,
1fez,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260622/1fez_results.txt,8493572,63,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,88138,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,8164,348,False,,,,
1iwg,pkad_benchmark_20260622,20260622,crystal,PKAD3,results/pkad_benchmark_20260622/1iwg_results.txt,8493572,94,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,74265,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,7639,200,False,,,,
1kvt,pkad_benchmark_20260622,20260622,crystal,PKAD-R,results/pkad_benchmark_20260622/1kvt_results.txt,8493572,108,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,46825,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2626,100,False,,,,
1m56,pkad_benchmark_20260622,20260622,crystal,PKAD3,results/pkad_benchmark_20260622/1m56_results.txt,8493572,121,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,129143,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,17636,0,False,,,,
1nlx,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD-R",results/pkad_benchmark_20260622/1nlx_results.txt,8493572,130,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,107343,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,11116,0,False,,,,
1pgj,pkad_benchmark_20260622,20260622,crystal,PKAD3,results/pkad_benchmark_20260622/1pgj_results.txt,8493572,136,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,77624,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,7302,260,False,,,,
1ptd,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260622/1ptd_results.txt,8493572,143,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,45708,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2422,96,False,,,,
1q74,pkad_benchmark_20260622,20260622,crystal,PKAD3,results/pkad_benchmark_20260622/1q74_results.txt,8493572,144,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,85411,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,8364,0,False,,,,
1qh7,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260622/1qh7_results.txt,8493572,145,2026-06-22 14:09:53,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,49089,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,3312,102,False,,,,
1qk1,pkad_benchmark_20260622,20260622,crystal,PKAD-R,results/pkad_benchmark_20260622/1qk1_results.txt,8493572,146,2026-06-22 14:09:53,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,211163,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,24280,0,False,,,,
1qlp,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260622/1qlp_results.txt,8493572,147,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,48918,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2956,108,False,,,,
1st9,pkad_benchmark_20260622,20260622,crystal,PKAD-R,results/pkad_benchmark_20260622/1st9_results.txt,8493572,157,2026-06-22 14:09:53,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,43426,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2199,79,False,,,,
1sux,pkad_benchmark_20260622,20260622,crystal,PKAD3,results/pkad_benchmark_20260622/1sux_results.txt,8493572,162,2026-06-22 14:09:53,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,54060,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,3831,130,False,,,,
1tgu,pkad_benchmark_20260622,20260622,crystal,PKAD3,results/pkad_benchmark_20260622/1tgu_results.txt,8493572,164,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,141608,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,16068,0,False,,,,
1the,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260622/1the_results.txt,8493572,165,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,54699,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,3862,144,False,,,,
1tre,pkad_benchmark_20260622,20260622,crystal,PKAD2,results/pkad_benchmark_20260622/1tre_results.txt,8493572,167,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,54700,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,3771,141,False,,,,
1v57,pkad_benchmark_20260622,20260622,crystal,PKAD-R,results/pkad_benchmark_20260622/1v57_results.txt,8493572,174,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,53013,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,3799,130,False,,,,
1wla,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3",results/pkad_benchmark_20260622/1wla_results.txt,8493572,178,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,38094,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,1199,57,False,,,,
1xsn,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260622/1xsn_results.txt,8493572,182,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,47249,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,2912,107,False,,,,
1ymb,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260622/1ymb_results.txt,8493572,184,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,38094,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,1199,57,False,,,,
1ypi,pkad_benchmark_20260622,20260622,crystal,"PKAD2,PKAD3,PKAD-R",results/pkad_benchmark_20260622/1ypi_results.txt,8493572,186,2026-06-22 14:09:52,kb3,/projects/biomodeling/charmm-lite/c46b1/ser/bin/charmm,3,55082,,,,"(-10, 'open_sb_acids'), (7, 'h_min'), (20, 'open_sb_bases')",,"'top.inp', 'converted_0.rtf', 'converted_1.rtf'",,3766,146,False,,,,
